date,factory,product_line,defect_count,batch_size,defect_reason
2022-06-01,Factory D,PW-4000,38.0,189.0,Material Defect
2023-05-09,Factory D,PW-2000,19.0,121.0,
2022-01-02,Factory D,PW-2000,28.0,63.0,Machine Malfunction
2023-06-23,Factory B,PW-2000,12.0,151.0,Machine Malfunction
2022-05-20,Factory C,PW-3000,20.0,71.0,Supplier Issue
2023-02-05,Factory C,PW-4000,23.0,222.0,Material Defect
2023-11-20,Factory D,,19.0,130.0,Material Defect
2023-04-24,Factory E,PW-3000,13.0,223.0,Material Defect
2023-02-17,Factory C,Commercial-Pro,7.0,81.0,Material Defect
2022-07-11,Factory E,PW-2000,12.0,184.0,Material Defect
2022-07-22,Factory A,Industrial-X,2.0,117.0,Assembly Error
2022-07-20,Factory C,,5.0,108.0,Material Defect
2022-08-09,Factory A,PW-2000,5.0,250.0,Material Defect
2022-08-29,Factory B,PW-4000,7.0,,Machine Malfunction
2023-02-05,Factory B,Industrial-X,11.0,214.0,Assembly Error
2023-03-01,Factory D,,31.0,,Assembly Error
2022-08-09,Factory C,,38.0,295.0,Machine Malfunction
2023-10-03,Factory E,Industrial-X,8.0,271.0,Assembly Error
2023-10-17,Factory E,PW-2000,13.0,236.0,Assembly Error
2022-12-31,Factory C,Commercial-Pro,26.0,80.0,Supplier Issue
2022-10-03,Factory D,Commercial-Pro,8.0,,
2023-07-14,Factory A,Commercial-Pro,2.0,89.0,Machine Malfunction
2023-01-14,Factory A,Industrial-X,7.0,90.0,Machine Malfunction
2022-05-14,Factory D,PW-4000,11.0,90.0,Material Defect
2023-10-06,Factory C,PW-4000,11.0,255.0,Quality Control Failure
2023-10-20,Factory C,Industrial-X,11.0,103.0,
2022-01-27,Factory B,PW-2000,2.0,87.0,Material Defect
2022-07-26,Factory D,PW-3000,12.0,225.0,
2023-03-06,Factory E,Commercial-Pro,9.0,,Assembly Error
2023-05-16,Factory A,Industrial-X,1.0,284.0,Machine Malfunction
2023-07-09,Factory B,Industrial-X,2.0,191.0,Supplier Issue
2022-07-01,Factory A,,3.0,209.0,Supplier Issue
2023-04-11,Factory D,,22.0,97.0,Assembly Error
2023-05-07,Factory B,Industrial-X,2.0,222.0,Human Error
2022-05-05,Factory D,PW-4000,39.0,151.0,Human Error
2022-08-02,Factory D,PW-3000,10.0,244.0,
2022-11-08,Factory D,Industrial-X,28.0,151.0,Assembly Error
2023-04-24,Factory A,Commercial-Pro,11.0,76.0,Assembly Error
2023-03-19,Factory E,,15.0,228.0,Machine Malfunction
2022-09-26,Factory E,,6.0,287.0,
2023-03-22,Factory E,PW-3000,13.0,196.0,Assembly Error
2022-05-29,Factory B,,3.0,254.0,Assembly Error
2022-12-28,Factory A,PW-4000,3.0,52.0,Assembly Error
2023-09-19,Factory A,Commercial-Pro,1.0,69.0,Human Error
2023-10-27,Factory C,,14.0,102.0,Machine Malfunction
2023-12-24,Factory A,,4.0,163.0,Human Error
2022-06-07,Factory B,Industrial-X,6.0,141.0,Machine Malfunction
2023-12-29,Factory C,Commercial-Pro,19.0,252.0,Assembly Error
,Factory D,Commercial-Pro,33.0,147.0,Assembly Error
2022-11-24,Factory D,PW-2000,35.0,77.0,Material Defect
2023-01-18,Factory E,PW-4000,14.0,207.0,Quality Control Failure
2022-06-02,Factory C,PW-4000,20.0,88.0,Human Error
2022-11-12,Factory D,,5.0,292.0,Material Defect
2023-10-31,Factory C,,34.0,88.0,Supplier Issue
2022-10-30,Factory A,PW-2000,7.0,77.0,Material Defect
2022-12-04,Factory A,Industrial-X,8.0,191.0,Assembly Error
2023-03-17,Factory C,PW-4000,26.0,271.0,Material Defect
2023-12-22,Factory E,,15.0,127.0,Supplier Issue
2023-06-18,Factory B,Industrial-X,13.0,236.0,Assembly Error
2022-11-11,Factory C,Commercial-Pro,15.0,136.0,Assembly Error
2023-06-29,Factory C,PW-3000,18.0,100.0,Quality Control Failure
2022-02-02,Factory D,Industrial-X,31.0,84.0,Assembly Error
2023-11-13,Factory B,PW-2000,5.0,194.0,Assembly Error
2022-02-15,Factory D,Commercial-Pro,35.0,255.0,Supplier Issue
2023-06-03,Factory C,PW-2000,9.0,205.0,Quality Control Failure
2022-08-18,Factory D,PW-2000,24.0,133.0,Supplier Issue
2023-04-27,Factory B,PW-2000,4.0,,Machine Malfunction
2022-09-14,Factory D,Commercial-Pro,9.0,168.0,Assembly Error
2023-01-26,Factory A,PW-4000,6.0,205.0,Supplier Issue
2022-09-29,Factory D,PW-4000,26.0,56.0,Machine Malfunction
2022-10-03,Factory C,PW-3000,16.0,73.0,Material Defect
2022-03-26,Factory A,Industrial-X,3.0,68.0,Human Error
2023-01-05,Factory E,Industrial-X,7.0,237.0,Assembly Error
2022-10-09,Factory E,PW-2000,7.0,195.0,Material Defect
2023-07-26,Factory C,Industrial-X,17.0,173.0,Quality Control Failure
2023-11-05,Factory A,PW-2000,11.0,248.0,Human Error
2023-05-27,Factory A,Industrial-X,7.0,195.0,Material Defect
2022-12-14,Factory A,Industrial-X,4.0,178.0,Material Defect
2023-02-04,Factory C,PW-2000,15.0,144.0,Material Defect
2022-06-10,Factory B,PW-4000,7.0,274.0,Quality Control Failure
2023-03-28,Factory D,PW-3000,23.0,,Assembly Error
2023-01-18,Factory C,Commercial-Pro,22.0,71.0,Material Defect
2022-12-11,Factory C,PW-2000,33.0,139.0,Material Defect
2023-11-19,Factory A,Industrial-X,10.0,168.0,Quality Control Failure
2023-01-25,Factory D,PW-2000,12.0,285.0,Material Defect
2023-09-29,Factory A,PW-2000,8.0,,Assembly Error
2022-09-22,Factory E,Industrial-X,11.0,216.0,Material Defect
2023-04-22,Factory B,Industrial-X,1.0,218.0,Material Defect
2022-09-10,Factory B,PW-3000,1.0,174.0,Human Error
2022-09-21,Factory C,Industrial-X,12.0,231.0,Assembly Error
2022-06-29,Factory B,Commercial-Pro,9.0,89.0,Material Defect
2023-10-21,Factory B,PW-2000,7.0,65.0,Material Defect
2023-11-15,Factory D,Industrial-X,33.0,242.0,Quality Control Failure
2022-09-22,Factory A,PW-2000,10.0,190.0,Human Error
2023-11-14,Factory E,PW-3000,6.0,56.0,Machine Malfunction
2022-05-17,Factory D,PW-3000,6.0,193.0,Material Defect
2022-07-27,Factory B,Industrial-X,15.0,283.0,Assembly Error
2022-05-31,Factory C,,16.0,165.0,Assembly Error
2023-08-05,Factory D,,22.0,88.0,Machine Malfunction
2023-09-28,Factory D,Industrial-X,9.0,295.0,Material Defect
2023-12-10,Factory D,Commercial-Pro,34.0,117.0,Material Defect
2022-12-03,Factory D,PW-4000,28.0,169.0,
2022-01-25,Factory C,Industrial-X,23.0,210.0,Assembly Error
2022-08-27,Factory C,,26.0,103.0,Human Error
2022-11-28,Factory C,Industrial-X,23.0,,Machine Malfunction
2022-12-02,Factory D,Commercial-Pro,29.0,126.0,Machine Malfunction
2023-05-25,Factory B,,15.0,193.0,Machine Malfunction
2022-11-11,Factory B,PW-4000,5.0,52.0,
2023-03-19,Factory C,Commercial-Pro,27.0,124.0,Machine Malfunction
2022-04-16,Factory E,PW-2000,1.0,157.0,Material Defect
2022-10-16,Factory E,Industrial-X,1.0,261.0,Human Error
2023-04-02,Factory C,PW-4000,34.0,102.0,Human Error
2022-06-17,Factory C,Commercial-Pro,32.0,250.0,Material Defect
2023-04-08,Factory C,Commercial-Pro,15.0,129.0,Assembly Error
2023-08-19,Factory B,PW-4000,5.0,195.0,Machine Malfunction
2023-05-22,Factory A,,6.0,99.0,Machine Malfunction
2022-07-07,Factory B,Industrial-X,9.0,114.0,Machine Malfunction
2023-01-03,Factory D,PW-4000,23.0,284.0,Assembly Error
2023-10-21,Factory C,Commercial-Pro,40.0,270.0,Supplier Issue
2022-07-29,Factory C,Commercial-Pro,33.0,52.0,Material Defect
2022-08-28,Factory E,,11.0,66.0,Material Defect
2023-10-12,Factory D,PW-3000,30.0,,Supplier Issue
2022-03-23,Factory C,Commercial-Pro,35.0,72.0,Human Error
2023-04-18,Factory D,PW-4000,14.0,181.0,Material Defect
2022-08-10,Factory C,PW-2000,29.0,117.0,Quality Control Failure
2022-12-24,Factory B,,7.0,294.0,
2023-02-13,Factory D,PW-2000,36.0,63.0,Material Defect
2023-02-19,Factory B,Commercial-Pro,14.0,248.0,Assembly Error
2023-05-09,Factory B,PW-4000,5.0,135.0,Material Defect
2022-02-21,Factory C,PW-4000,20.0,133.0,Quality Control Failure
2022-08-07,Factory E,,7.0,277.0,Assembly Error
2023-01-06,Factory B,PW-4000,15.0,121.0,Material Defect
,Factory A,Industrial-X,1.0,93.0,
2023-03-07,Factory C,,22.0,207.0,Supplier Issue
2022-08-23,Factory D,PW-3000,23.0,207.0,Machine Malfunction
2022-05-12,Factory E,PW-3000,9.0,96.0,Material Defect
2023-09-06,Factory C,PW-4000,6.0,230.0,
2022-03-28,Factory C,Industrial-X,26.0,265.0,Assembly Error
2023-09-16,Factory E,PW-2000,10.0,58.0,
2023-08-30,Factory A,Industrial-X,11.0,78.0,Machine Malfunction
2022-02-03,Factory E,Commercial-Pro,5.0,227.0,Quality Control Failure
2022-09-18,Factory A,,14.0,176.0,Human Error
2022-11-06,Factory C,PW-2000,16.0,174.0,Human Error
2022-12-22,Factory B,,9.0,144.0,Machine Malfunction
2022-02-24,Factory C,Commercial-Pro,13.0,,Machine Malfunction
2022-05-16,Factory D,PW-3000,23.0,112.0,Quality Control Failure
2022-11-29,Factory E,PW-2000,1.0,152.0,Material Defect
2023-02-10,Factory D,PW-3000,8.0,245.0,Human Error
2022-10-02,Factory E,Commercial-Pro,12.0,100.0,Assembly Error
2022-08-25,Factory B,Commercial-Pro,7.0,59.0,Assembly Error
2023-09-09,Factory E,PW-4000,14.0,141.0,Supplier Issue
2023-10-03,Factory D,PW-3000,35.0,238.0,Human Error
2022-05-04,Factory A,PW-3000,15.0,145.0,Quality Control Failure
2022-08-16,Factory E,PW-4000,3.0,265.0,Assembly Error
,Factory A,PW-3000,15.0,250.0,Supplier Issue
2023-05-19,Factory E,PW-2000,2.0,266.0,Assembly Error
2023-07-29,Factory B,PW-3000,6.0,273.0,Supplier Issue
2022-07-14,Factory D,PW-4000,24.0,237.0,Supplier Issue
2023-08-31,Factory A,,1.0,77.0,Human Error
2022-03-29,Factory D,Commercial-Pro,39.0,120.0,Machine Malfunction
2022-04-26,Factory B,PW-4000,6.0,103.0,Material Defect
2023-01-24,Factory E,Industrial-X,14.0,247.0,Quality Control Failure
2022-07-12,Factory A,PW-4000,3.0,169.0,Assembly Error
2022-09-12,Factory C,,38.0,163.0,Assembly Error
2023-05-24,Factory D,Industrial-X,21.0,51.0,Material Defect
2023-11-13,Factory A,PW-2000,4.0,63.0,Machine Malfunction
2023-02-15,Factory E,,3.0,284.0,Assembly Error
2022-12-18,Factory C,PW-3000,28.0,299.0,Assembly Error
2022-10-18,Factory A,,3.0,214.0,Quality Control Failure
,Factory D,PW-4000,30.0,245.0,Supplier Issue
2023-03-14,Factory C,PW-4000,31.0,173.0,Supplier Issue
2023-03-25,Factory A,,12.0,59.0,Machine Malfunction
2023-05-19,Factory D,,40.0,81.0,Supplier Issue
2022-11-23,Factory C,,37.0,134.0,Quality Control Failure
2023-03-14,Factory A,Industrial-X,5.0,60.0,
2023-12-07,Factory A,Commercial-Pro,10.0,263.0,Human Error
2023-05-14,Factory D,Industrial-X,33.0,190.0,
2022-11-06,Factory D,,24.0,251.0,Assembly Error
2023-06-20,Factory C,PW-3000,24.0,203.0,Material Defect
2022-08-29,Factory B,,8.0,69.0,Machine Malfunction
2022-06-25,Factory C,PW-4000,28.0,293.0,Material Defect
2022-12-14,Factory D,Industrial-X,6.0,150.0,Material Defect
2023-02-21,Factory D,PW-2000,40.0,114.0,Material Defect
2022-07-12,Factory E,Commercial-Pro,15.0,56.0,Material Defect
,Factory B,PW-3000,8.0,248.0,Machine Malfunction
2023-03-16,Factory E,,6.0,149.0,
2023-10-10,Factory A,Industrial-X,10.0,141.0,Assembly Error
2023-03-27,Factory B,,10.0,214.0,Supplier Issue
2023-11-12,Factory E,PW-3000,1.0,195.0,
2022-09-21,Factory A,PW-2000,9.0,121.0,Human Error
2022-06-09,Factory E,Commercial-Pro,8.0,200.0,Machine Malfunction
2023-06-01,Factory A,Commercial-Pro,8.0,111.0,Human Error
2023-04-28,Factory B,,14.0,246.0,Human Error
2023-07-09,Factory A,Industrial-X,3.0,111.0,Supplier Issue
2022-03-22,Factory B,PW-4000,2.0,285.0,
2023-05-01,Factory D,Commercial-Pro,38.0,264.0,Human Error
2023-03-18,Factory A,PW-2000,4.0,55.0,Material Defect
2023-11-21,Factory E,PW-3000,10.0,171.0,Human Error
2023-02-28,Factory B,PW-4000,8.0,285.0,Assembly Error
2023-11-07,Factory E,Industrial-X,2.0,226.0,Assembly Error
2022-06-19,Factory B,PW-3000,13.0,82.0,Material Defect
2022-03-01,Factory E,PW-4000,12.0,281.0,Human Error
