date,factory,product_line,units_produced,shift
2023-05-21,Factory A,PW-4000,159.0,Night
2022-09-20,Factory A,Industrial-X,144.0,Night
2023-11-30,Factory A,Industrial-X,191.0,Morning
2023-12-26,Factory E,Commercial-Pro,277.0,Morning
2023-03-25,Factory E,PW-2000,152.0,Night
2023-11-08,Factory E,PW-3000,192.0,Night
2023-06-17,Factory D,Commercial-Pro,132.0,Afternoon
2023-08-31,Factory E,Industrial-X,222.0,Morning
2023-03-11,Factory B,Commercial-Pro,314.0,Night
,Factory C,PW-4000,230.0,Night
2023-10-22,Factory E,PW-4000,87.0,Night
2023-12-05,Factory B,PW-4000,260.0,Night
2022-09-04,Factory A,Commercial-Pro,395.0,
2022-12-04,Factory E,Industrial-X,283.0,Afternoon
2022-08-30,Factory A,Industrial-X,328.0,Morning
2023-10-02,Factory D,PW-3000,45.0,
2023-08-22,Factory D,PW-4000,79.0,Afternoon
2022-10-30,Factory A,PW-4000,327.0,Afternoon
2023-09-11,Factory D,,180.0,Night
2023-03-14,Factory A,PW-3000,290.0,Night
2023-04-30,Factory B,Commercial-Pro,367.0,Afternoon
2023-11-08,Factory B,PW-3000,370.0,Afternoon
2022-08-03,Factory A,Industrial-X,364.0,Morning
2023-08-09,Factory A,Industrial-X,138.0,
2023-11-30,Factory C,PW-2000,190.0,Morning
2023-03-01,Factory C,Commercial-Pro,180.0,Morning
2023-03-25,Factory D,PW-4000,56.0,Morning
2023-01-31,Factory D,Industrial-X,170.0,
2023-11-19,Factory D,PW-2000,22.0,Morning
2023-02-03,Factory C,Industrial-X,131.0,Morning
2022-03-10,Factory D,,178.0,Night
2022-04-10,Factory C,Industrial-X,182.0,Morning
2023-09-09,Factory D,Commercial-Pro,70.0,Night
2023-02-01,Factory B,PW-4000,249.0,Morning
2023-07-02,Factory C,PW-4000,267.0,Morning
2022-11-17,Factory B,PW-3000,239.0,Morning
2022-04-02,Factory E,Industrial-X,213.0,Night
2022-06-20,Factory D,Industrial-X,125.0,Afternoon
2023-03-19,Factory A,Industrial-X,178.0,Morning
2023-11-04,Factory C,PW-3000,189.0,Morning
2022-02-08,Factory D,PW-4000,171.0,Afternoon
2022-07-31,Factory E,PW-2000,218.0,Night
2023-06-21,Factory C,PW-3000,301.0,
2022-08-13,Factory D,PW-2000,144.0,Morning
2022-10-24,Factory A,Industrial-X,244.0,Night
2023-03-28,Factory E,Commercial-Pro,119.0,Night
2023-04-02,Factory A,PW-4000,109.0,Morning
2023-07-22,Factory A,Industrial-X,217.0,Night
2022-10-20,Factory E,,221.0,Morning
2022-02-27,Factory B,Commercial-Pro,212.0,Night
2023-01-27,Factory A,Industrial-X,266.0,Afternoon
2023-10-09,Factory A,Commercial-Pro,225.0,Night
2022-08-07,Factory E,PW-4000,292.0,Morning
2022-06-27,Factory C,PW-3000,139.0,Morning
2023-01-26,Factory C,Commercial-Pro,140.0,Afternoon
2022-06-02,Factory B,PW-2000,153.0,Night
2023-06-07,Factory D,PW-4000,106.0,Night
2022-07-05,Factory C,Commercial-Pro,250.0,
2022-07-11,Factory D,PW-2000,64.0,Morning
2023-09-07,Factory D,,62.0,Night
,Factory E,Commercial-Pro,105.0,
2022-05-25,Factory D,PW-4000,80.0,
2023-07-22,Factory B,PW-4000,400.0,
,Factory E,PW-3000,167.0,Night
2023-05-13,Factory A,PW-2000,261.0,Afternoon
2023-11-08,Factory B,PW-2000,159.0,Afternoon
2022-03-12,Factory D,,158.0,
2022-03-08,Factory A,Commercial-Pro,185.0,
2023-05-30,Factory D,PW-2000,142.0,Morning
2022-04-23,Factory B,PW-4000,161.0,Night
2022-05-04,Factory C,PW-3000,198.0,
2022-03-25,Factory D,Commercial-Pro,39.0,Night
2022-05-11,Factory A,PW-3000,250.0,Night
2022-02-15,Factory E,PW-2000,186.0,Afternoon
,Factory A,PW-3000,352.0,Night
2023-12-18,Factory A,PW-2000,260.0,Morning
2023-05-02,Factory E,PW-3000,285.0,Night
2023-02-05,Factory D,PW-2000,23.0,Morning
2022-11-29,Factory D,PW-4000,136.0,Night
2023-05-24,Factory C,Commercial-Pro,302.0,
2022-05-16,Factory A,,324.0,
2022-01-19,Factory D,PW-4000,112.0,Morning
2023-11-28,Factory C,PW-4000,303.0,Night
2022-08-10,Factory B,Commercial-Pro,371.0,Morning
2022-09-28,Factory E,Industrial-X,229.0,Afternoon
,Factory C,PW-2000,314.0,
2022-12-29,Factory B,Industrial-X,106.0,Night
2022-06-25,Factory C,Commercial-Pro,316.0,
2023-10-27,Factory D,PW-2000,102.0,Morning
,Factory D,Commercial-Pro,102.0,Morning
2023-02-15,Factory D,PW-2000,145.0,Morning
2023-09-09,Factory D,Industrial-X,105.0,Night
2022-12-14,Factory A,PW-4000,385.0,
2022-02-04,Factory C,PW-2000,393.0,Morning
2023-09-04,Factory B,PW-3000,354.0,Night
2023-12-12,Factory B,PW-2000,271.0,Morning
2022-06-06,Factory A,PW-4000,324.0,Morning
2023-07-01,Factory B,,343.0,
2022-10-28,Factory A,Industrial-X,199.0,Morning
2022-02-07,Factory E,PW-3000,267.0,Night
2023-01-25,Factory D,Commercial-Pro,100.0,Night
2023-04-30,Factory D,PW-4000,117.0,Morning
2022-06-19,Factory B,PW-2000,195.0,Night
2022-08-25,Factory A,PW-3000,397.0,Morning
2022-09-18,Factory B,PW-4000,284.0,Morning
2023-04-13,Factory B,Commercial-Pro,100.0,
2022-03-29,Factory A,Commercial-Pro,198.0,Morning
2023-08-30,Factory B,PW-2000,126.0,Afternoon
,Factory A,PW-3000,225.0,
2023-09-22,Factory D,Commercial-Pro,131.0,Morning
2022-10-27,Factory B,PW-3000,126.0,
2023-03-02,Factory C,Commercial-Pro,125.0,
2023-12-14,Factory B,PW-3000,130.0,Afternoon
2023-05-19,Factory C,PW-3000,100.0,Night
2023-10-15,Factory D,Industrial-X,147.0,Night
2023-06-22,Factory D,,143.0,Afternoon
2023-05-22,Factory E,PW-3000,154.0,
2022-10-29,Factory D,PW-2000,25.0,Night
2023-10-11,Factory E,PW-3000,295.0,Night
2023-05-10,Factory A,PW-4000,378.0,Morning
2022-09-24,Factory D,Industrial-X,33.0,Night
2023-08-11,Factory B,Commercial-Pro,390.0,
2023-10-24,Factory D,PW-2000,54.0,
2022-12-07,Factory C,PW-2000,334.0,
2022-07-08,Factory D,PW-4000,120.0,Morning
2022-07-25,Factory B,PW-4000,375.0,Morning
2022-10-12,Factory C,Commercial-Pro,253.0,
2022-12-23,Factory B,PW-3000,256.0,Night
,Factory E,Industrial-X,163.0,Night
2023-12-09,Factory B,PW-4000,268.0,Night
2022-01-08,Factory D,,169.0,Morning
2022-06-24,Factory B,PW-3000,385.0,Morning
2022-11-22,Factory B,Commercial-Pro,275.0,Morning
2022-09-13,Factory E,Industrial-X,125.0,
2022-08-12,Factory A,PW-4000,262.0,
2023-10-19,Factory C,Commercial-Pro,170.0,Morning
2023-07-03,Factory D,Commercial-Pro,111.0,Morning
2022-07-09,Factory C,PW-2000,318.0,Morning
2022-04-12,Factory C,PW-2000,122.0,Afternoon
2023-08-06,Factory A,Industrial-X,325.0,
2023-11-21,Factory E,PW-3000,130.0,Night
2023-04-19,Factory D,PW-2000,152.0,Night
2022-02-02,Factory E,PW-4000,180.0,
2023-11-09,Factory B,Commercial-Pro,392.0,Afternoon
2023-04-14,Factory A,PW-2000,195.0,Morning
2022-08-22,Factory E,Industrial-X,138.0,Night
2023-10-13,Factory A,PW-4000,335.0,Morning
2022-08-06,Factory E,Commercial-Pro,210.0,
2022-10-12,Factory E,,92.0,Morning
2022-03-04,Factory D,Industrial-X,67.0,Night
2023-01-21,Factory E,PW-3000,189.0,Night
2023-06-26,Factory A,PW-2000,173.0,Morning
2023-11-13,Factory E,PW-4000,104.0,Morning
2023-02-11,Factory E,PW-2000,179.0,Morning
2022-04-24,Factory D,PW-3000,166.0,Afternoon
2022-01-10,Factory A,Commercial-Pro,274.0,Night
2023-03-01,Factory C,Industrial-X,171.0,Morning
2022-04-26,Factory A,PW-4000,338.0,Morning
2023-01-15,Factory C,Industrial-X,272.0,Night
2022-10-02,Factory D,PW-2000,52.0,Night
2022-02-13,Factory B,PW-2000,212.0,Morning
2022-09-19,Factory B,PW-4000,166.0,
2022-06-05,Factory A,Commercial-Pro,260.0,Morning
2022-03-26,Factory E,Industrial-X,133.0,Morning
2022-01-08,Factory D,Industrial-X,75.0,Morning
2023-10-09,Factory A,Industrial-X,384.0,Morning
2022-06-23,Factory B,Industrial-X,143.0,Afternoon
2022-01-05,Factory C,PW-4000,274.0,
2022-08-20,Factory C,PW-2000,307.0,Afternoon
2022-09-16,Factory A,PW-4000,225.0,
2022-05-23,Factory A,PW-3000,151.0,
2023-07-31,Factory A,PW-3000,116.0,Morning
2022-12-11,Factory C,PW-3000,359.0,Morning
2022-01-20,Factory D,Industrial-X,100.0,Morning
2023-08-14,Factory B,PW-3000,390.0,
2023-09-29,Factory B,Commercial-Pro,121.0,Afternoon
2023-10-09,Factory D,PW-3000,158.0,
2023-06-23,Factory C,PW-2000,211.0,Afternoon
2022-09-03,Factory C,Industrial-X,152.0,Night
2022-02-03,Factory A,PW-4000,111.0,Night
2023-09-09,Factory A,Industrial-X,188.0,Morning
2023-05-05,Factory B,Industrial-X,135.0,Afternoon
2022-06-27,Factory B,PW-2000,395.0,Afternoon
2023-12-02,Factory D,,52.0,
2022-03-09,Factory D,PW-3000,114.0,
2023-10-24,Factory E,Industrial-X,273.0,Morning
2022-09-02,Factory A,Industrial-X,240.0,Night
2023-07-25,Factory C,Commercial-Pro,231.0,Night
2023-05-23,Factory C,Industrial-X,183.0,Afternoon
2022-04-13,Factory D,PW-4000,140.0,Morning
2022-10-28,Factory C,PW-4000,332.0,Morning
,Factory C,Commercial-Pro,122.0,Night
2023-06-25,Factory B,PW-3000,116.0,Morning
2022-04-06,Factory C,Commercial-Pro,357.0,Night
2023-01-27,Factory B,Commercial-Pro,344.0,
2022-10-28,Factory C,PW-4000,211.0,
2022-02-10,Factory D,Commercial-Pro,102.0,Night
2022-05-31,Factory D,Industrial-X,173.0,Night
2022-10-08,Factory A,PW-2000,365.0,Night
2022-01-13,Factory E,PW-4000,135.0,Night
2022-08-19,Factory E,Commercial-Pro,112.0,Morning
2022-10-09,Factory B,PW-4000,213.0,Morning
2023-06-04,Factory E,Industrial-X,250.0,Morning
2022-02-25,Factory E,Industrial-X,158.0,Morning
2023-02-19,Factory D,PW-2000,123.0,Afternoon
2022-03-20,Factory B,Commercial-Pro,195.0,
2023-02-13,Factory B,PW-2000,275.0,Morning
2022-02-07,Factory B,Industrial-X,298.0,
2023-01-11,Factory D,Commercial-Pro,39.0,Morning
2023-04-02,Factory A,PW-4000,314.0,Morning
2023-09-08,Factory D,PW-4000,148.0,
,Factory E,Commercial-Pro,240.0,
2022-08-07,Factory C,Industrial-X,261.0,Night
2022-04-25,Factory C,PW-2000,285.0,
2023-03-16,Factory A,PW-3000,313.0,Morning
2023-06-10,Factory B,Industrial-X,137.0,Morning
2023-02-01,Factory D,Industrial-X,102.0,
2022-01-01,Factory E,PW-3000,95.0,Night
2022-04-16,Factory E,Commercial-Pro,183.0,Night
2022-09-07,Factory C,Commercial-Pro,138.0,Afternoon
2023-05-22,Factory B,PW-2000,285.0,Afternoon
2022-12-06,Factory B,Industrial-X,119.0,Morning
2023-10-16,Factory C,,290.0,
2022-05-05,Factory E,Commercial-Pro,121.0,Afternoon
2022-05-21,Factory C,PW-2000,361.0,Morning
,Factory B,PW-4000,146.0,Afternoon
2022-06-24,Factory C,PW-3000,261.0,Night
2022-07-04,Factory B,Commercial-Pro,164.0,
2022-05-02,Factory D,Industrial-X,86.0,Night
2022-07-05,Factory C,PW-2000,151.0,Morning
2022-02-18,Factory A,PW-4000,162.0,
2023-11-22,Factory B,PW-2000,141.0,Night
2023-12-26,Factory C,PW-4000,227.0,Night
2022-02-18,Factory D,Commercial-Pro,114.0,Morning
2022-06-05,Factory B,PW-3000,250.0,Morning
2022-05-02,Factory A,,101.0,Morning
2023-02-24,Factory B,Industrial-X,334.0,Morning
2023-07-01,Factory B,PW-2000,370.0,Night
2023-11-04,Factory C,Commercial-Pro,192.0,Night
2022-03-04,Factory B,Industrial-X,270.0,
2022-07-30,Factory D,Commercial-Pro,82.0,Night
2022-10-19,Factory C,Industrial-X,374.0,Morning
2023-10-30,Factory E,Commercial-Pro,111.0,Night
2022-07-09,Factory D,Commercial-Pro,160.0,Night
2023-03-16,Factory A,Industrial-X,202.0,Night
2022-01-27,Factory D,PW-4000,145.0,
2022-02-07,Factory B,PW-3000,250.0,Night
2022-05-22,Factory A,PW-4000,279.0,Afternoon
,Factory B,PW-2000,154.0,
2023-02-13,Factory B,PW-2000,150.0,Morning
2023-12-20,Factory D,Commercial-Pro,171.0,Morning
2023-09-24,Factory D,PW-3000,21.0,Night
2022-06-25,Factory C,Industrial-X,208.0,
2022-03-01,Factory A,Industrial-X,299.0,Afternoon
2022-08-13,Factory C,Commercial-Pro,337.0,Morning
2022-05-10,Factory D,PW-3000,106.0,Morning
2022-02-28,Factory D,PW-2000,88.0,Morning
2023-05-25,Factory E,Commercial-Pro,263.0,
2023-11-26,Factory B,PW-4000,305.0,Night
2023-06-14,Factory D,Commercial-Pro,177.0,Night
2023-11-18,Factory E,Industrial-X,195.0,
2022-10-07,Factory D,Commercial-Pro,131.0,Morning
2023-03-03,Factory A,Commercial-Pro,176.0,Morning
2022-06-12,Factory C,PW-3000,275.0,Night
2023-12-15,Factory D,PW-4000,116.0,
2022-01-09,Factory B,Commercial-Pro,269.0,Morning
2022-05-16,Factory D,Industrial-X,42.0,
2023-05-13,Factory E,PW-4000,201.0,Night
2022-06-25,Factory B,Industrial-X,180.0,Afternoon
2023-02-17,Factory D,Commercial-Pro,74.0,
2022-09-25,Factory D,PW-2000,64.0,Night
2022-07-08,Factory E,PW-3000,240.0,Night
2023-05-23,Factory C,PW-2000,325.0,Morning
2022-11-16,Factory A,PW-2000,249.0,Night
2023-03-17,Factory C,PW-2000,360.0,Night
2023-10-16,Factory D,PW-4000,74.0,Morning
2023-10-04,Factory D,PW-3000,111.0,Night
2022-04-27,Factory B,PW-4000,346.0,Night
2023-10-31,Factory A,Commercial-Pro,314.0,Night
2023-05-31,Factory C,PW-2000,108.0,Night
2022-07-22,Factory A,Industrial-X,143.0,Afternoon
2023-09-19,Factory E,PW-4000,87.0,Morning
2023-05-18,Factory A,PW-2000,249.0,Morning
2023-11-26,Factory C,Commercial-Pro,297.0,Night
2023-08-03,Factory B,Commercial-Pro,142.0,Morning
2023-02-02,Factory A,,196.0,Morning
2022-01-25,Factory E,Industrial-X,251.0,Morning
2022-12-07,Factory C,PW-3000,161.0,Morning
2023-01-09,Factory E,,279.0,
2022-08-23,Factory D,PW-2000,43.0,Morning
2023-12-19,Factory A,Industrial-X,254.0,Night
2023-12-02,Factory D,PW-4000,169.0,Morning
2023-06-05,Factory D,PW-2000,30.0,Night
2023-03-25,Factory E,Commercial-Pro,169.0,
2023-09-12,Factory B,Industrial-X,164.0,
2022-10-26,Factory C,PW-3000,368.0,Morning
2022-02-03,Factory E,Industrial-X,105.0,Night
2022-07-10,Factory C,PW-4000,163.0,Morning
2022-09-06,Factory A,PW-2000,257.0,Night
,Factory B,Industrial-X,256.0,Morning
2022-03-13,Factory E,Industrial-X,240.0,Morning
2022-11-10,Factory A,PW-2000,382.0,Afternoon
2022-01-06,Factory C,Industrial-X,283.0,Morning
2022-06-02,Factory A,PW-2000,281.0,Night
2023-07-17,Factory D,Commercial-Pro,20.0,Night
2022-05-20,Factory B,PW-3000,248.0,Morning
2023-06-30,Factory C,Commercial-Pro,350.0,
2022-03-02,Factory C,PW-3000,297.0,Night
,Factory D,Commercial-Pro,27.0,Morning
,Factory B,PW-2000,383.0,Afternoon
2022-08-11,Factory C,Industrial-X,246.0,Morning
2022-02-25,Factory B,PW-2000,286.0,Night
2022-05-26,Factory C,PW-3000,108.0,Morning
2022-03-05,Factory E,PW-4000,239.0,Morning
2022-09-09,Factory D,PW-3000,77.0,Morning
2022-09-09,Factory B,PW-2000,174.0,Morning
2022-06-19,Factory E,Industrial-X,237.0,Night
2023-01-18,Factory D,Industrial-X,84.0,Afternoon
2023-07-08,Factory A,PW-2000,309.0,Night
2023-10-17,Factory C,Commercial-Pro,135.0,Afternoon
2023-06-03,Factory B,PW-3000,351.0,
2023-07-21,Factory E,PW-3000,266.0,Afternoon
2022-11-25,Factory B,Industrial-X,237.0,Night
2022-04-05,Factory B,PW-2000,240.0,Afternoon
2023-06-04,Factory D,PW-4000,54.0,Morning
2023-08-14,Factory B,PW-4000,329.0,Afternoon
2022-11-11,Factory A,PW-3000,356.0,Night
2023-05-28,Factory A,PW-4000,135.0,Morning
2023-12-20,Factory D,PW-3000,26.0,
2022-11-17,Factory A,Industrial-X,354.0,Night
2023-03-28,Factory C,Commercial-Pro,336.0,Night
2022-11-21,Factory D,PW-2000,107.0,Morning
2022-09-16,Factory D,Industrial-X,75.0,Night
2023-05-28,Factory A,PW-2000,258.0,Night
2022-10-26,Factory D,PW-2000,68.0,
2022-01-13,Factory A,Industrial-X,182.0,Morning
2022-06-29,Factory A,PW-2000,202.0,Morning
2023-08-15,Factory C,Industrial-X,214.0,Night
2023-11-09,Factory C,PW-2000,330.0,
2022-05-18,Factory E,,118.0,
2023-11-08,Factory E,PW-2000,236.0,Morning
2022-09-21,Factory E,Commercial-Pro,176.0,
2023-09-27,Factory E,PW-2000,179.0,Night
2022-08-04,Factory E,Commercial-Pro,190.0,Morning
2022-06-13,Factory A,PW-4000,307.0,Night
2022-03-17,Factory D,PW-3000,92.0,
2022-06-12,Factory E,Commercial-Pro,258.0,Afternoon
2023-02-02,Factory E,Commercial-Pro,120.0,Morning
2023-05-23,Factory C,Industrial-X,109.0,
2022-09-27,Factory C,PW-4000,235.0,Morning
2023-10-12,Factory D,PW-3000,168.0,Morning
2022-02-18,Factory D,PW-4000,57.0,
2022-02-10,Factory A,PW-4000,162.0,Morning
2023-04-23,Factory E,Commercial-Pro,264.0,Morning
2023-09-14,Factory B,Commercial-Pro,378.0,Night
2023-11-11,Factory E,PW-4000,86.0,Morning
2022-02-11,Factory B,PW-2000,388.0,Morning
2023-08-04,Factory A,PW-2000,248.0,Morning
2023-11-25,Factory E,Commercial-Pro,238.0,Afternoon
2022-06-15,Factory E,PW-2000,269.0,Morning
2023-05-03,Factory D,PW-2000,138.0,Morning
2022-08-23,Factory A,PW-4000,160.0,Afternoon
2022-08-17,Factory A,PW-4000,257.0,
2023-07-10,Factory D,PW-3000,153.0,
2023-08-11,Factory B,PW-4000,158.0,
2023-01-17,Factory E,PW-2000,288.0,Morning
2022-02-24,Factory A,Commercial-Pro,100.0,
2022-09-18,Factory A,Industrial-X,256.0,Morning
2023-04-18,Factory C,PW-2000,284.0,Morning
,Factory A,PW-4000,105.0,Morning
2023-08-29,Factory A,PW-3000,387.0,
2023-09-13,Factory C,PW-4000,136.0,Morning
2023-01-11,Factory E,Commercial-Pro,265.0,Morning
2023-11-02,Factory D,PW-3000,148.0,Afternoon
2022-01-10,Factory D,Commercial-Pro,41.0,Night
2023-04-28,Factory E,,277.0,Night
2022-09-07,Factory D,,114.0,Night
2022-06-24,Factory B,PW-4000,277.0,Morning
2022-01-01,Factory B,PW-2000,367.0,Night
2022-12-18,Factory B,PW-3000,384.0,Night
2022-07-28,Factory A,PW-4000,377.0,Afternoon
2022-04-09,Factory D,,24.0,Night
2022-12-12,Factory E,Commercial-Pro,191.0,Morning
2022-03-15,Factory E,Industrial-X,100.0,Morning
2022-01-28,Factory B,Commercial-Pro,387.0,Afternoon
2022-03-16,Factory D,Commercial-Pro,94.0,Morning
2022-05-30,Factory B,PW-2000,263.0,Morning
2022-09-27,Factory B,PW-3000,388.0,
2023-01-27,Factory C,Commercial-Pro,393.0,Morning
2023-02-20,Factory D,PW-2000,143.0,Morning
2023-10-17,Factory D,PW-2000,136.0,Morning
2022-08-16,Factory C,PW-3000,272.0,
2022-07-10,Factory C,PW-3000,258.0,Morning
2023-11-08,Factory E,PW-3000,257.0,Afternoon
2023-02-23,Factory C,Industrial-X,166.0,Night
2022-12-23,Factory C,Commercial-Pro,399.0,Morning
2022-07-19,Factory A,Commercial-Pro,103.0,Night
2022-12-03,Factory E,PW-3000,232.0,Night
2023-04-02,Factory A,Commercial-Pro,166.0,Afternoon
2023-04-20,Factory C,Industrial-X,181.0,Afternoon
2023-01-17,Factory B,Industrial-X,218.0,Night
2023-07-15,Factory C,PW-3000,342.0,Morning
2023-08-28,Factory A,Industrial-X,111.0,Night
2022-03-04,Factory B,PW-4000,182.0,Morning
2022-02-19,Factory E,Commercial-Pro,249.0,Morning
2023-06-09,Factory A,Commercial-Pro,308.0,Night
2022-07-18,Factory C,PW-2000,262.0,Morning
2023-12-05,Factory C,Commercial-Pro,334.0,Afternoon
2023-08-21,Factory C,Commercial-Pro,200.0,Afternoon
2023-10-23,Factory C,PW-2000,347.0,Afternoon
2022-01-08,Factory B,PW-2000,329.0,Morning
2022-05-29,Factory E,Industrial-X,247.0,Afternoon
2022-04-30,Factory D,PW-3000,102.0,Afternoon
2023-09-26,Factory B,Commercial-Pro,326.0,Night
2023-12-02,Factory C,Industrial-X,122.0,Night
2023-02-19,Factory E,PW-4000,190.0,Afternoon
2022-10-15,Factory B,Commercial-Pro,316.0,Afternoon
2022-09-29,Factory A,Industrial-X,396.0,Afternoon
2023-07-05,Factory E,PW-3000,225.0,Morning
2022-02-13,Factory A,Industrial-X,200.0,Night
2023-11-14,Factory D,,139.0,
2022-05-13,Factory D,,66.0,Afternoon
2022-09-11,Factory D,Commercial-Pro,39.0,Night
2023-04-06,Factory A,Commercial-Pro,269.0,Night
2022-11-11,Factory C,PW-4000,357.0,Night
2023-08-09,Factory E,Commercial-Pro,119.0,Night
2022-08-12,Factory E,PW-4000,199.0,Night
2022-01-06,Factory D,PW-3000,160.0,Night
2022-11-24,Factory E,PW-2000,200.0,Morning
2023-12-18,Factory B,Commercial-Pro,379.0,Morning
2023-05-03,Factory A,PW-2000,234.0,
2022-04-06,Factory B,Industrial-X,349.0,Afternoon
2022-04-05,Factory C,PW-3000,327.0,Night
2023-01-16,Factory E,Commercial-Pro,140.0,Morning
2023-04-25,Factory A,PW-3000,128.0,Night
2022-04-09,Factory A,Commercial-Pro,399.0,
2022-12-27,Factory C,PW-3000,375.0,
2022-11-02,Factory A,Commercial-Pro,151.0,Morning
2022-08-30,Factory E,PW-4000,221.0,Night
2023-08-26,Factory A,Industrial-X,111.0,Night
2022-03-15,Factory B,PW-2000,284.0,Afternoon
2023-02-02,Factory C,Commercial-Pro,248.0,Night
,Factory D,Commercial-Pro,68.0,Afternoon
2023-07-18,Factory B,PW-3000,100.0,Morning
2023-03-31,Factory B,Industrial-X,393.0,Morning
2022-03-14,Factory E,Commercial-Pro,200.0,Afternoon
2022-03-14,Factory D,Commercial-Pro,124.0,
2023-11-04,Factory C,PW-3000,269.0,Morning
2023-03-30,Factory A,Industrial-X,293.0,Afternoon
2023-02-05,Factory D,Commercial-Pro,175.0,Night
2022-01-19,Factory D,PW-4000,175.0,Afternoon
2022-05-22,Factory D,PW-4000,168.0,Afternoon
,Factory B,PW-4000,134.0,Morning
2022-08-17,Factory A,PW-3000,274.0,Morning
2022-09-15,Factory C,Industrial-X,239.0,Morning
2023-05-02,Factory E,Commercial-Pro,179.0,Night
2023-04-08,Factory D,Commercial-Pro,136.0,Afternoon
2023-03-17,Factory A,PW-3000,365.0,Morning
2023-10-03,Factory B,,318.0,Morning
2023-01-15,Factory B,Industrial-X,376.0,Night
2022-05-27,Factory B,PW-3000,215.0,Afternoon
2023-08-31,Factory B,Industrial-X,340.0,Night
2022-11-10,Factory C,PW-3000,356.0,Morning
2023-01-28,Factory B,Commercial-Pro,140.0,Morning
2022-10-22,Factory C,PW-3000,138.0,Night
2022-08-01,Factory D,Industrial-X,115.0,
2023-07-07,Factory B,,183.0,Afternoon
2022-11-30,Factory A,PW-3000,392.0,Night
2022-11-28,Factory A,Industrial-X,394.0,Night
2023-08-02,Factory A,Commercial-Pro,367.0,Morning
2023-12-06,Factory E,PW-2000,125.0,Morning
2022-01-23,Factory A,Industrial-X,375.0,Night
2023-12-11,Factory D,PW-2000,81.0,
,Factory D,PW-3000,130.0,Afternoon
2022-02-10,Factory A,Industrial-X,133.0,Afternoon
2023-03-09,Factory B,PW-2000,222.0,Morning
2022-05-21,Factory A,Industrial-X,314.0,
2023-04-19,Factory E,Industrial-X,228.0,Night
2023-05-08,Factory E,PW-4000,181.0,Morning
2022-05-06,Factory E,Commercial-Pro,115.0,Afternoon
2022-04-01,Factory D,PW-4000,112.0,Night
2023-09-05,Factory B,PW-3000,127.0,Morning
2022-02-25,Factory C,PW-4000,155.0,Afternoon
2023-04-13,Factory A,Industrial-X,100.0,Morning
2022-09-29,Factory D,PW-4000,39.0,
2023-05-10,Factory A,PW-3000,181.0,
2022-08-15,Factory A,,219.0,Afternoon
2022-01-26,Factory A,PW-2000,295.0,Afternoon
2022-12-19,Factory B,PW-3000,109.0,Afternoon
2022-12-23,Factory C,Commercial-Pro,113.0,Morning
2022-06-25,Factory D,PW-4000,178.0,Night
2023-04-11,Factory B,Industrial-X,273.0,
2023-03-12,Factory C,PW-3000,307.0,Night
2022-12-04,Factory B,PW-4000,271.0,Morning
,Factory B,Commercial-Pro,400.0,Afternoon
2022-05-24,Factory A,PW-2000,102.0,Afternoon
2022-07-29,Factory A,,120.0,Afternoon
,Factory A,PW-4000,294.0,Night
2023-03-20,Factory E,Industrial-X,191.0,
